mkdir: 313_0.01_fixcache: File exists
_RegisterApplication(), FAILED TO establish the default connection to the WindowServer, _CGSDefaultConnection() is NULL.
('iter : ', 4000000, 'objective : ', 827938.04000000446)
('iter : ', 3000000, 'objective : ', 895253.07200000272)
('iter : ', 2700000, 'objective : ', 945217.96999999159)
('iter : ', 3800000, 'objective : ', 838330.96000000543)
('iter : ', 4100000, 'objective : ', 827670.99999999965)
('iter : ', 3100000, 'objective : ', 893600.16000000434)
('iter : ', 2800000, 'objective : ', 942712.69400000095)
('iter : ', 3900000, 'objective : ', 837888.97999999858)
('iter : ', 4200000, 'objective : ', 827439.43999999622)
('iter : ', 3200000, 'objective : ', 891964.99599999981)
('iter : ', 4000000, 'objective : ', 837556.34000000125)
('iter : ', 2900000, 'objective : ', 940406.61400000239)
('iter : ', 4300000, 'objective : ', 827231.1600000019)
('iter : ', 3300000, 'objective : ', 890247.75199999881)
('iter : ', 4100000, 'objective : ', 837267.46000000671)
('iter : ', 3000000, 'objective : ', 938107.50999998208)
('iter : ', 4400000, 'objective : ', 826855.60000000184)
('iter : ', 4200000, 'objective : ', 836881.20000000554)
('iter : ', 3400000, 'objective : ', 888676.55600000976)
('iter : ', 4500000, 'objective : ', 826799.72000000149)
('iter : ', 3100000, 'objective : ', 935879.89599999716)
('iter : ', 4300000, 'objective : ', 836528.72000000381)
('iter : ', 3500000, 'objective : ', 887092.70399999782)
('iter : ', 4600000, 'objective : ', 826603.9600000073)
('iter : ', 3200000, 'objective : ', 933637.93399999291)
('iter : ', 4400000, 'objective : ', 836216.20000000112)
('iter : ', 3600000, 'objective : ', 885638.03600000241)
('iter : ', 4700000, 'objective : ', 826475.2799999984)
('iter : ', 3300000, 'objective : ', 931497.25399999553)
('iter : ', 4500000, 'objective : ', 835983.65999999759)
('iter : ', 3700000, 'objective : ', 884334.9720000067)
('iter : ', 4800000, 'objective : ', 826320.8799999936)
('iter : ', 4600000, 'objective : ', 835820.95999999787)
('iter : ', 3400000, 'objective : ', 929466.25000000105)
('iter : ', 3800000, 'objective : ', 883140.8000000054)
('iter : ', 4900000, 'objective : ', 826110.51999999571)
('iter : ', 4700000, 'objective : ', 835628.66000000027)
('iter : ', 3500000, 'objective : ', 927557.8379999958)
('iter : ', 3900000, 'objective : ', 881970.62399999739)
('iter : ', 5000000, 'objective : ', 825910.91999999783)
('iter : ', 4800000, 'objective : ', 835435.53999999922)
('iter : ', 5100000, 'objective : ', 825669.9600000038)
('iter : ', 3600000, 'objective : ', 925695.13400000846)
('iter : ', 4000000, 'objective : ', 880815.48399999214)
('iter : ', 4900000, 'objective : ', 835184.31999999797)
('iter : ', 5200000, 'objective : ', 825482.00000000198)
('iter : ', 3700000, 'objective : ', 923970.18599998218)
('iter : ', 4100000, 'objective : ', 879609.63200000976)
('iter : ', 5000000, 'objective : ', 834820.46000000066)
('iter : ', 5300000, 'objective : ', 825403.63999999524)
('iter : ', 4200000, 'objective : ', 878455.05200000049)
('iter : ', 3800000, 'objective : ', 922234.06800001254)
('iter : ', 5100000, 'objective : ', 834618.70000000566)
('iter : ', 5400000, 'objective : ', 825218.07999999868)
('iter : ', 4300000, 'objective : ', 877341.33200000331)
('iter : ', 3900000, 'objective : ', 920540.07799999195)
('iter : ', 5200000, 'objective : ', 834457.73999998823)
('iter : ', 5500000, 'objective : ', 825115.03999999433)
('iter : ', 4400000, 'objective : ', 876259.56399999093)
('iter : ', 5300000, 'objective : ', 834202.45999999274)
('iter : ', 4000000, 'objective : ', 918909.38800000038)
('iter : ', 5600000, 'objective : ', 825069.79999999504)
('iter : ', 4500000, 'objective : ', 875196.40800000867)
('iter : ', 5400000, 'objective : ', 833995.37999999919)
('iter : ', 4100000, 'objective : ', 917384.46600000316)
('iter : ', 5700000, 'objective : ', 824955.23999999568)
('iter : ', 4600000, 'objective : ', 874246.52000000095)
('iter : ', 5500000, 'objective : ', 833805.67999999435)
('iter : ', 4200000, 'objective : ', 915940.25800000201)
('iter : ', 5800000, 'objective : ', 824883.40000000631)
('iter : ', 4700000, 'objective : ', 873318.38800000132)
('iter : ', 5600000, 'objective : ', 833546.65999999503)
('iter : ', 5900000, 'objective : ', 824654.00000000605)
('iter : ', 4300000, 'objective : ', 914532.83999998996)
('iter : ', 5700000, 'objective : ', 833242.2799999977)
('iter : ', 4800000, 'objective : ', 872454.10400000145)
('iter : ', 6000000, 'objective : ', 824677.96000000264)
('iter : ', 4400000, 'objective : ', 913132.90600000229)
('iter : ', 5800000, 'objective : ', 833156.91999999422)
('iter : ', 4900000, 'objective : ', 871608.12800000119)
('iter : ', 6100000, 'objective : ', 824676.72000000696)
('iter : ', 4500000, 'objective : ', 911782.37399999984)
('iter : ', 5900000, 'objective : ', 833042.92000000295)
('iter : ', 5000000, 'objective : ', 870721.74399999809)
('iter : ', 6200000, 'objective : ', 824560.35999999929)
('iter : ', 4600000, 'objective : ', 910524.99599999201)
('iter : ', 6000000, 'objective : ', 832810.21999999974)
('iter : ', 5100000, 'objective : ', 869848.03200000804)
('iter : ', 6300000, 'objective : ', 824513.8000000047)
('iter : ', 6100000, 'objective : ', 832528.49999999732)
('iter : ', 4700000, 'objective : ', 909244.20800000185)
('iter : ', 5200000, 'objective : ', 869059.37600000051)
('iter : ', 6400000, 'objective : ', 824447.1600000055)
('iter : ', 6200000, 'objective : ', 832336.57999999658)
('iter : ', 4800000, 'objective : ', 908027.55999999517)
('iter : ', 5300000, 'objective : ', 868317.92000000156)
('iter : ', 6500000, 'objective : ', 824367.9600000059)
('iter : ', 6300000, 'objective : ', 832184.44000000157)
('iter : ', 4900000, 'objective : ', 906808.97999998974)
('iter : ', 5400000, 'objective : ', 867532.44399999687)
('iter : ', 6600000, 'objective : ', 824226.75999999733)
('iter : ', 6400000, 'objective : ', 832044.34000000416)
('iter : ', 5000000, 'objective : ', 905578.96400000376)
('iter : ', 6700000, 'objective : ', 824211.99999999395)
('iter : ', 5500000, 'objective : ', 866768.11200000322)
('iter : ', 6500000, 'objective : ', 831787.74000000744)
('iter : ', 6800000, 'objective : ', 824245.24000001082)
('iter : ', 5600000, 'objective : ', 866043.06000000238)
('iter : ', 5100000, 'objective : ', 904397.00400000683)
('iter : ', 6600000, 'objective : ', 831650.08000000985)
('iter : ', 6900000, 'objective : ', 824143.11999998963)
('iter : ', 5700000, 'objective : ', 865377.84800000722)
('iter : ', 5200000, 'objective : ', 903227.32800000277)
('iter : ', 6700000, 'objective : ', 831500.30000000459)
('iter : ', 7000000, 'objective : ', 824058.63999999838)
('iter : ', 5800000, 'objective : ', 864712.85600000375)
('iter : ', 5300000, 'objective : ', 902195.34200000018)
('iter : ', 6800000, 'objective : ', 831353.77999999851)
('iter : ', 7100000, 'objective : ', 823982.99999999523)
('iter : ', 5900000, 'objective : ', 864143.11200000229)
('iter : ', 5400000, 'objective : ', 901181.41399999952)
('iter : ', 6900000, 'objective : ', 831194.16000000678)
('iter : ', 7200000, 'objective : ', 823861.8000000047)
('iter : ', 6000000, 'objective : ', 863581.78800000029)
('iter : ', 7000000, 'objective : ', 831045.2400000036)
('iter : ', 5500000, 'objective : ', 900209.90800000075)
('iter : ', 7300000, 'objective : ', 823757.84000000264)
('iter : ', 6100000, 'objective : ', 862992.70400000387)
('iter : ', 7100000, 'objective : ', 830903.56000000483)
('iter : ', 5600000, 'objective : ', 899251.62800000515)
('iter : ', 7400000, 'objective : ', 823642.12000000768)
('iter : ', 6200000, 'objective : ', 862432.97200000647)
('iter : ', 7200000, 'objective : ', 830785.25999999652)
('iter : ', 5700000, 'objective : ', 898297.36000000068)
('iter : ', 7500000, 'objective : ', 823783.24000000278)
('iter : ', 6300000, 'objective : ', 861868.12400000356)
('iter : ', 7300000, 'objective : ', 830605.1800000011)
('iter : ', 7600000, 'objective : ', 823821.07999999484)
('iter : ', 5800000, 'objective : ', 897346.49399999308)
('iter : ', 6400000, 'objective : ', 861351.99199999298)
('iter : ', 7400000, 'objective : ', 830452.30000000261)
('iter : ', 7700000, 'objective : ', 823671.15999999852)
('iter : ', 5900000, 'objective : ', 896457.09400000412)
('iter : ', 6500000, 'objective : ', 860801.44800000172)
('iter : ', 7500000, 'objective : ', 830257.66000000178)
('iter : ', 7800000, 'objective : ', 823542.07999999833)
('iter : ', 6000000, 'objective : ', 895547.71000000346)
('iter : ', 6600000, 'objective : ', 860275.92000000156)
('iter : ', 7600000, 'objective : ', 830169.88000000466)
('iter : ', 7900000, 'objective : ', 823553.48000000359)
('iter : ', 6100000, 'objective : ', 894697.16600000963)
('iter : ', 6700000, 'objective : ', 859773.57599999697)
('iter : ', 7700000, 'objective : ', 830023.54000000982)
('iter : ', 8000000, 'objective : ', 823434.19999999506)
('iter : ', 6200000, 'objective : ', 893843.84799999418)
('iter : ', 6800000, 'objective : ', 859305.43599999801)
('iter : ', 7800000, 'objective : ', 829925.7800000062)
('iter : ', 8100000, 'objective : ', 823352.08000001102)
('iter : ', 6300000, 'objective : ', 892994.60799999791)
('iter : ', 7900000, 'objective : ', 829831.25999999768)
('iter : ', 6900000, 'objective : ', 858848.38399999344)
('iter : ', 8200000, 'objective : ', 823354.72000000626)
('iter : ', 6400000, 'objective : ', 892095.59200000635)
('iter : ', 8000000, 'objective : ', 829749.80000000063)
('iter : ', 7000000, 'objective : ', 858400.69199999317)
('iter : ', 8300000, 'objective : ', 823273.59999999439)
('iter : ', 8100000, 'objective : ', 829551.18000000366)
('iter : ', 6500000, 'objective : ', 891221.6360000124)
('iter : ', 7100000, 'objective : ', 857955.66400000278)
('iter : ', 8400000, 'objective : ', 823206.55999999703)
('iter : ', 8200000, 'objective : ', 829462.56000000378)
('iter : ', 6600000, 'objective : ', 890458.45199999702)
('iter : ', 7200000, 'objective : ', 857502.55600000313)
('iter : ', 8500000, 'objective : ', 823109.55999999493)
('iter : ', 8300000, 'objective : ', 829391.07999999751)
('iter : ', 6700000, 'objective : ', 889765.08999999973)
('iter : ', 7300000, 'objective : ', 857074.75999999035)
('iter : ', 8600000, 'objective : ', 823201.35999999708)
('iter : ', 8400000, 'objective : ', 829296.29999999597)
('iter : ', 7400000, 'objective : ', 856679.88400000648)
('iter : ', 8700000, 'objective : ', 823043.2800000112)
('iter : ', 6800000, 'objective : ', 889034.49400000798)
('iter : ', 8500000, 'objective : ', 829180.43999999529)
('iter : ', 7500000, 'objective : ', 856346.49599999655)
('iter : ', 8800000, 'objective : ', 822975.12000000081)
('iter : ', 6900000, 'objective : ', 888329.68199999013)
('iter : ', 8600000, 'objective : ', 829138.68000000471)
('iter : ', 7600000, 'objective : ', 856023.64799999248)
('iter : ', 8900000, 'objective : ', 822950.48000000441)
('iter : ', 7000000, 'objective : ', 887631.32999999973)
('iter : ', 8700000, 'objective : ', 828975.03999999294)
('iter : ', 9000000, 'objective : ', 822967.80000000261)
('iter : ', 7700000, 'objective : ', 855704.17999999411)
('iter : ', 7100000, 'objective : ', 886944.06399999699)
('iter : ', 8800000, 'objective : ', 828876.89999999618)
('iter : ', 7800000, 'objective : ', 855354.90799999796)
('iter : ', 9100000, 'objective : ', 822938.43999999389)
('iter : ', 7200000, 'objective : ', 886286.91799999936)
('iter : ', 8900000, 'objective : ', 828784.76000001247)
('iter : ', 9200000, 'objective : ', 822931.00000000501)
('iter : ', 7900000, 'objective : ', 854993.90400000045)
('iter : ', 7300000, 'objective : ', 885618.80599999661)
('iter : ', 9000000, 'objective : ', 828670.08000000217)
('iter : ', 9300000, 'objective : ', 822807.23999999859)
('iter : ', 8000000, 'objective : ', 854612.45600000245)
('iter : ', 7400000, 'objective : ', 884981.19800000265)
('iter : ', 9100000, 'objective : ', 828588.71999999508)
('iter : ', 9400000, 'objective : ', 822843.51999999722)
('iter : ', 8100000, 'objective : ', 854295.16400000022)
('iter : ', 7500000, 'objective : ', 884410.99400000181)
('iter : ', 9200000, 'objective : ', 828522.39999999281)
('iter : ', 9500000, 'objective : ', 822880.91999999748)
('iter : ', 8200000, 'objective : ', 853989.85200000182)
('iter : ', 7600000, 'objective : ', 883869.40400000836)
('iter : ', 9300000, 'objective : ', 828426.69999999297)
('iter : ', 9600000, 'objective : ', 822687.11999999627)
('iter : ', 8300000, 'objective : ', 853713.0880000029)
('iter : ', 9400000, 'objective : ', 828307.89999999409)
('iter : ', 7700000, 'objective : ', 883302.91399999312)
('iter : ', 9700000, 'objective : ', 822673.68000000296)
('iter : ', 8400000, 'objective : ', 853435.59600000526)
('iter : ', 9500000, 'objective : ', 828132.93999999831)
('iter : ', 7800000, 'objective : ', 882720.42000000505)
('iter : ', 9800000, 'objective : ', 822612.51999999443)
('iter : ', 8500000, 'objective : ', 853205.85999999917)
('iter : ', 9600000, 'objective : ', 828132.33999999461)
('iter : ', 7900000, 'objective : ', 882126.72399999457)
('iter : ', 9900000, 'objective : ', 822725.04000000295)
('iter : ', 8600000, 'objective : ', 852934.79999999073)
('iter : ', 9700000, 'objective : ', 828020.15999999491)
('iter : ', 8000000, 'objective : ', 881537.6920000012)
('iter : ', 8700000, 'objective : ', 852682.62800000212)
('iter : ', 9800000, 'objective : ', 827960.92000000505)
('iter : ', 8100000, 'objective : ', 880957.54399999813)
('iter : ', 8800000, 'objective : ', 852378.15200000349)
('iter : ', 9900000, 'objective : ', 827813.69999999611)
('iter : ', 8200000, 'objective : ', 880378.90200000198)
('iter : ', 8900000, 'objective : ', 852060.01199999393)
('iter : ', 8300000, 'objective : ', 879802.10600000387)
('iter : ', 9000000, 'objective : ', 851793.39199999697)
('iter : ', 8400000, 'objective : ', 879212.02599999495)
('iter : ', 9100000, 'objective : ', 851505.58399999421)
('iter : ', 8500000, 'objective : ', 878648.65799999633)
('iter : ', 9200000, 'objective : ', 851233.42800000857)
('iter : ', 8600000, 'objective : ', 878073.6760000072)
('iter : ', 9300000, 'objective : ', 850975.87200000614)
('iter : ', 8700000, 'objective : ', 877541.09200000262)
('iter : ', 9400000, 'objective : ', 850707.03999999654)
('iter : ', 10000000, 'objective : ', 822618.60000000778)
('iter : ', 8800000, 'objective : ', 876992.39799999376)
('iter : ', 9500000, 'objective : ', 850480.96000000485)
('iter : ', 9600000, 'objective : ', 850259.54000000027)
('iter : ', 8900000, 'objective : ', 876480.79199999163)
('iter : ', 10000000, 'objective : ', 827725.7399999937)
('iter : ', 9700000, 'objective : ', 850059.57199999818)
('iter : ', 9000000, 'objective : ', 876026.25199998647)
('iter : ', 9800000, 'objective : ', 849842.91199999768)
('iter : ', 9100000, 'objective : ', 875560.48200000962)
('iter : ', 9900000, 'objective : ', 849633.13199999428)
('iter : ', 9200000, 'objective : ', 875133.209999996)
('iter : ', 9300000, 'objective : ', 874715.37200000463)
('iter : ', 9400000, 'objective : ', 874330.19399999897)
('iter : ', 9500000, 'objective : ', 873949.26399999973)
('iter : ', 11000000, 'objective : ', 822480.19999999704)
('iter : ', 9600000, 'objective : ', 873520.5540000014)
('iter : ', 9700000, 'objective : ', 873109.37199999648)
('iter : ', 9800000, 'objective : ', 872714.41399999917)
('iter : ', 11000000, 'objective : ', 826794.13999999966)
('iter : ', 9900000, 'objective : ', 872313.84000000206)
('iter : ', 10000000, 'objective : ', 849424.15599999751)
('iter : ', 12000000, 'objective : ', 822312.68000000692)
('iter : ', 12000000, 'objective : ', 826190.09999999648)
('iter : ', 10000000, 'objective : ', 871921.15399999253)
('iter : ', 11000000, 'objective : ', 847512.20399999316)
('iter : ', 13000000, 'objective : ', 822118.36000000488)
('iter : ', 13000000, 'objective : ', 825755.57999999751)
('iter : ', 11000000, 'objective : ', 868036.47800000221)
('iter : ', 12000000, 'objective : ', 846000.49199999624)
('iter : ', 14000000, 'objective : ', 821963.03999999771)
('iter : ', 14000000, 'objective : ', 825243.75999999407)
('iter : ', 12000000, 'objective : ', 864864.54000000888)
('iter : ', 13000000, 'objective : ', 844599.43199999107)
('iter : ', 15000000, 'objective : ', 821861.9200000047)
('iter : ', 15000000, 'objective : ', 824823.48000000336)
('iter : ', 13000000, 'objective : ', 862077.95999999705)
('iter : ', 14000000, 'objective : ', 843449.21599999315)
('iter : ', 16000000, 'objective : ', 821704.59999998508)
('iter : ', 16000000, 'objective : ', 824403.60000000265)
('iter : ', 14000000, 'objective : ', 859678.7060000035)
('iter : ', 15000000, 'objective : ', 842475.59199999995)
('iter : ', 17000000, 'objective : ', 821714.6800000061)
('iter : ', 17000000, 'objective : ', 824051.52000000724)
('iter : ', 15000000, 'objective : ', 857767.04199999559)
('iter : ', 16000000, 'objective : ', 841670.85200000077)
